user_id,item_id,Recommended_Games
LadyLegasus,"49520, 8870","['Borderlands 2', 'BioShock Infinite']"
LagComingThrough,570,[nan]
LakituLucas,301520,['Robocraft']
Lambda212793,"4000, 232090, 12220","['Killing Floor 2', 'Killing Floor', ""Garry's Mod""]"
LameGames,"311210, 413150","['Stardew Valley', 'Call of Duty®: Black Ops III']"
Lancelotxoxo,730,['Counter-Strike: Global Offensive']
LancerFire,105600,['Terraria']
Lannisterandregards,"374570, 211420","['DARK SOULS™: Prepare To Die™ Edition', 'Kung Fury']"
Lanocra,8190,['Just Cause 2']
LapFucksTrax,234190,"['Receiver', 'Undertale', ""The Beginner's Guide"", 'LISA']"
Lauder3,440,['Team Fortress 2']
LaughingRobot,219830,"[""King Arthur's Gold""]"
LayzeeBoi,70,['Half-Life']
Lazakin,"377160, 730, 220240, 265630","['Counter-Strike: Global Offensive', 'Fallout 4', 'sZone-Online', 'Fallout 3: Game of the Year Edition', 'Fistful of Frags']"
Lcast15,4000,"[""Garry's Mod""]"
Le-Mocha,202170,[nan]
LeAllien,730,['Counter-Strike: Global Offensive']
LeAssasinMinion,4000,"[""Garry's Mod""]"
LeAstroPudding,244850,[nan]
LeBovin,"218620, 388520, 242760, 230410, 252490, 211420, 359550","[nan, 'The Forest', 'Warframe', 'Undertale', 'Rust']"
LeEddie,230410,['Warframe']
LeSaite,72850,[nan]
LeTresTres,33900,"['Call of Duty® 4: Modern Warfare®', 'Receiver', 'Call of Duty®: Modern Warfare® 2', 'Arma 2', 'The Walking Dead: Season 2']"
LeZoidberg,730,['Counter-Strike: Global Offensive']
Leaf-Senpai,374320,['DARK SOULS™ III']
Leafthefur,"4000, 550, 440","['Left 4 Dead 2', 'Team Fortress 2', 'Minecraft: Story Mode - A Telltale Games Series', ""Garry's Mod"", 'Unturned']"
LeafyIsH3r3,"550, 295110, 219890, 298260, 207610","['Left 4 Dead 2', nan]"
LeakproofSpoon,247000,"[nan, 'Talisman: Digital Edition', 'Dragon Age: Origins', 'New kind of adventure', 'Unturned']"
LeastValuablePlayer,"203140, 1510, 620, 200510, 221910, 266430","['Portal 2', 'The Stanley Parable', nan]"
LeatherLionel,"344760, 730","['Counter-Strike: Global Offensive', 'Reign Of Kings']"
Leb4Lyfe,200710,['Torchlight II']
LecXii,"325610, 277450, 242860, 214950","['Total War: ATTILA', 'Verdun', 'Total War™: ROME II - Emperor Edition']"
LeedleLeedleLeedleLee,391540,['Undertale']
Left-Shark,440,['Team Fortress 2']
LeftofZen,280220,"['Galactic Civilizations III', 'Creeper World 3: Arc Eternal', nan, 'Heroes & Generals', 'Counter-Strike: Global Offensive']"
LegendTom,"386360, 730, 22370","['Counter-Strike: Global Offensive', 'SMITE®', 'Fallout 3: Game of the Year Edition']"
LegendaryRaven,"440, 265610, 11610",['Team Fortress 2']
Legendary_Blu,236090,['Dust: An Elysian Tail']
LegionofTalon,8870,['BioShock Infinite']
LegoBrownHat,"440, 304930, 218620","['Team Fortress 2', nan, 'Unturned']"
LeighrexAU,"410320, 730",['Counter-Strike: Global Offensive']
Lelktoxic,50130,['Mafia II']
Lembladez,"208090, 265630","['Loadout', 'Fistful of Frags', nan]"
LemonSherbet,237930,['Transistor']
Lemonjtr,"353560, 319630, 282140, 292030","['Life is Strange - Episode 1', nan, 'Just Cause™ 3']"
LemuriaLight,369200,"[nan, 'Lichdom: Battlemage', 'Warframe']"
Lenaro,"391540, 248310",['Undertale']
Lenny_Boy,200900,"[""Mirror's Edge™"", nan, 'Day of Defeat: Source', 'Super Meat Boy', 'Papers, Please']"
Lenzarious,440,['Team Fortress 2']
LeoNoHomo,209870,['Blacklight: Retribution']
LeoneOfTheDark,440,['Team Fortress 2']
Leonyx,204300,['Awesomenauts - the 2D moba']
Leonzell,39150,"['METAL GEAR SOLID V: THE PHANTOM PAIN', 'FINAL FANTASY VIII', 'ArcheBlade™', 'FINAL FANTASY® XIII', 'GunZ 2: The Second Duel']"
Leopardts,"383120, 64000, 333950","['Men of War: Assault Squad', 'Medieval Engineers']"
LerKxA,"730, 570","['Counter-Strike: Global Offensive', nan]"
LesDexter,1250,['Killing Floor']
Letachal,245550,['Free to Play']
LetsBeOn,295110,[nan]
LevitatingBacon,"205633, 22370, 8980","['Fallout 3: Game of the Year Edition', 'Borderlands']"
LewBrew,"395520, 265890, 443580, 367670","['Hexcells', 'Hexcells Plus', 'APB Reloaded', 'Missing Translation', 'Antenna']"
LewisAU,107410,['Arma 3']
Lex55678,252490,['Rust']
Lexor11037,265930,['Goat Simulator']
Liam-0452501909,265930,['Goat Simulator']
LiberationestZ,"25890, 231430, 10, 300, 245620, 34900, 394360, 30","[""Bad Rats: the Rats' Revenge"", 'Day of Defeat: Source', 'Company of Heroes 2', 'Hearts of Iron IV']"
Liberityneverdies,"241640, 261030",['The Walking Dead: Season 2']
Lickidactyl,"212480, 203650, 418340, 238090, 6060, 71340, 230190, 211600, 24240","['Sonic & All-Stars Racing Transformed', 'Unturned', 'PAYDAY™ The Heist', 'Star Wars: Battlefront 2 (Classic, 2005)', nan]"
LieutenantFury,"4000, 271590, 259080, 440, 218620","['Sleeping Dogs: Definitive Edition', ""Garry's Mod"", nan, 'Team Fortress 2', 'Grand Theft Auto V']"
Life-Of-Blu,"377160, 211820","['Fallout 4', 'Starbound']"
LifeOfLlama,"291480, 730, 252490, 440","['Rust', 'Counter-Strike: Global Offensive', nan, 'Team Fortress 2', ""Deus Ex: Human Revolution - Director's Cut""]"
LifeOfPeder,"211820, 252490, 221100","['DayZ', 'Rust', 'Counter-Strike: Global Offensive']"
Light7T7,218620,[nan]
Light_Dark,"1250, 450660, 385800, 239800, 374301, 223710","['PAYDAY 2: Biker Character Pack', 'Killing Floor']"
Lightbekon,"96100, 218620, 233450, 268500","[nan, 'Prison Architect']"
LightfootSword7,383870,['Firewatch']
LightningHUH,244210,[nan]
LightningRod,4000,"[""Garry's Mod""]"
Lightning_Wolf,252490,['Rust']
Like_A_Director,271590,['Grand Theft Auto V']
Lim3RENCE,222880,['Insurgency']
Limo1300,527340,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
Lincolndb,"105600, 304930, 440, 72850, 213650, 218230, 4760","['Unturned', 'Team Fortress 2', nan, 'Terraria', 'Euro Truck Simulator 2']"
LinnieLin,"4000, 105600, 304930, 24010, 315660, 24670","['Terraria', 'Unturned', ""Garry's Mod""]"
Lintai,214560,['Mark of the Ninja']
Lioot,"219640, 271290","[nan, 'Chivalry: Medieval Warfare']"
LiquidShovel,"4000, 227940, 440","['Team Fortress 2', ""Garry's Mod"", 'Heroes & Generals', nan]"
Liquiddddddddd,322330,"[""Don't Starve Together""]"
Lira_Ashcorp,"440, 224260","['Team Fortress 2', 'No More Room in Hell', nan, 'Unturned']"
LithiumPowered,"1250, 209870","['Killing Floor', 'Blacklight: Retribution']"
LittleJimjam,"265210, 204630","[nan, 'Retro City Rampage™ DX']"
LittleNik,224580,"['Arma II: DayZ Mod', 'Counter-Strike: Global Offensive', 'DayZ', 'PlanetSide 2']"
LittleWickle,239140,['Dying Light']
LivingThought,333930,['Dirty Bomb®']
Llama_Cheese,239220,[nan]
Llamadyl,1250,['Killing Floor']
LlamasInNigjamas,730,['Counter-Strike: Global Offensive']
Lochstar12,"22350, 34350, 400, 244850, 218230, 48700","[nan, 'PlanetSide 2', 'TERA', 'Undertale']"
Lockouttaheaven,"241930, 72850, 570, 203160, 730","['Counter-Strike: Global Offensive', nan]"
Locstock,8870,['BioShock Infinite']
LocusTT,"113400, 730","['Paladins®', 'Counter-Strike: Global Offensive', 'APB Reloaded', ""Mirror's Edge™""]"
Loge4165,"222880, 220200, 570","[nan, 'Insurgency', ""Sid Meier's Civilization® V"", 'Kerbal Space Program']"
Loimega,1840,['Source Filmmaker']
Lolicon_Banzai,10090,['Call of Duty: World at War']
Lolsausages,"730, 251570",['Counter-Strike: Global Offensive']
Lomasbrah,4000,"[""Garry's Mod""]"
LonTheDarkGamer,"221100, 239030","['Papers, Please', 'DayZ', ""Monaco: What's Yours Is Mine""]"
Lone_walker,"320, 38400, 80, 220","['Half-Life 2', 'Half-Life 2: Deathmatch']"
Lonelzz,252490,['Rust']
Longmont,"208090, 333930","['Loadout', 'Dirty Bomb®']"
LonleyRedHeadOrphan,"239140, 304930, 205100, 298630","['Unturned', 'Dishonored', 'Dying Light']"
Lonneycorn,4000,"[""Garry's Mod""]"
Lookatthisdude,220,['Half-Life 2']
Lorazx,221910,['The Stanley Parable']
LordCaldlow,"440, 304930, 271590","['Unturned', 'Yet Another Zombie Defense', 'Grand Theft Auto V', 'Team Fortress 2']"
LordDefault,730,['Counter-Strike: Global Offensive']
LordDomin8r,"369200, 238090, 55230","['Sniper Elite 3', 'Saints Row: The Third', nan]"
LordDozahkingRe,"107410, 218620","[nan, 'Stranded Deep', 'Arma 3']"
LordJackington,105600,['Terraria']
LordMemestar,730,['Counter-Strike: Global Offensive']
LordMinion777,319630,['Life is Strange - Episode 1']
LordOat,252490,['Rust']
LordOfOreos,"4000, 252490, 221100, 220240, 265630","[""Garry's Mod"", 'Fistful of Frags', 'DayZ', 'Conan the mighty pig', 'Rust']"
LordOfTheCringe,"113400, 7940, 209870","['APB Reloaded', 'Blacklight: Retribution']"
LordRascus,"40800, 440, 72850, 393970, 270550, 233720, 322170","['Team Fortress 2', 'Geometry Dash', nan, 'Surgeon Simulator', 'Super Meat Boy']"
LordSpambot9000,"440, 620","['Team Fortress 2', 'Portal 2']"
Lord_Casso,"287920, 323370, 384490",['TERA']
Lord_Exploit,"311560, 322170","['Geometry Dash', 'Assassin’s Creed® Rogue']"
Lord_Marius,236390,[nan]
Lord_Scubbs,"377160, 105600","['Terraria', 'Fallout 4']"
Lord_Zarnox,"209670, 323180, 219890, 244850, 391540","[nan, 'Antichamber', 'Undertale', 'PlanetSide 2']"
LordfegonIV,231430,['Company of Heroes 2']
Lordtoby,269770,"['Counter-Strike: Global Offensive', 'Terraria', nan, 'Secrets of Grindea', 'Undertale']"
Lore_Of_The_Dragons,383870,['Firewatch']
Los_Shmurdos,206420,['Saints Row IV']
Lostvoices,377160,['Fallout 4']
LovableTemScrapbank,233720,['Surgeon Simulator']
LoveFayeForever,"440, 304270",['Team Fortress 2']
Lovekin,33930,['Arma 2: Operation Arrowhead']
Loverin,"245170, 230410, 391540, 206420","['Warframe', 'Undertale', 'The Forest', 'Saints Row IV', 'Skullgirls']"
Low_Society,"70300, 245470, 252950","['Rocket League®', 'Democracy 3']"
LtKYS,"730, 242050",['Counter-Strike: Global Offensive']
LtTwinkyDough,242760,['The Forest']
Lubnut,"1250, 24840, 21970, 338170, 15390, 219103","['Ratz Instagib', 'Killing Floor']"
LucarioSakaki,287700,['METAL GEAR SOLID V: THE PHANTOM PAIN']
LucasArthur,221380,['Age of Empires II HD']
Luccyous,440,['Team Fortress 2']
LucidKing,"333930, 252950","['Rocket League®', 'Dirty Bomb®']"
LuckUnbeatable,"230410, 113204, 212893, 205100",['Warframe']
LudiAU,730,['Counter-Strike: Global Offensive']
LudoTiddlywinks,"2400, 730",['Counter-Strike: Global Offensive']
Luhkius,317400,['Portal Stories: Mel']
Lukacoura,"440, 207140, 22380","['Team Fortress 2', 'Fallout: New Vegas', 'Loadout']"
LukasCoady,105600,['Terraria']
LukasYip,"304930, 8190","['SC2VN - The eSports Visual Novel', 'Unturned', 'Just Cause 2']"
LukeIsFukinAwesome,"304930, 72850","[nan, 'Rust', 'Unturned', 'Magicite']"
LukePypo,292030,[nan]
Lumaxious,"389570, 348620, 417860","['Emily is Away', 'Voices from the Sea']"
Lumii92,39120,"[nan, 'RIFT', 'Team Fortress 2']"
LummusMaximus,"235780, 232430, 204240, 72850, 239030, 317400","[nan, 'Gone Home', 'God Mode', 'The Long Dark']"
LumpyPoser,"204360, 209000","['Castle Crashers®', 'Batman™: Arkham Origins']"
Lunabird,72850,[nan]
Lunafyr,237310,"['MapleStory', 'Elsword', 'Counter-Strike: Global Offensive']"
Lunaii,"224480, 8870, 213670, 376870, 42700, 413150","['Stardew Valley', 'BioShock Infinite', 'South Park™: The Stick of Truth™']"
LunarFreez3,"252490, 218230","['PlanetSide 2', 'Rust', 'MASSIVE CHALICE']"
LunkTehHero,"386360, 399834, 248820","['Risk of Rain', 'SMITE®']"
Luxzackian,"238460, 221380, 391540","['Undertale', 'BattleBlock Theater®', 'Age of Empires II HD']"
Lwis2,203770,['Crusader Kings II']
LydiaMorley,273110,"['Counter-Strike Nexon: Zombies', 'Terraria']"
LyfeCookie,"4000, 99900, 550","['Left 4 Dead 2', ""Garry's Mod"", 'Spiral Knights']"
LynkHD,385800,"[nan, 'Natural Selection 2', 'Lethal League', 'Transformice', 'BioShock Infinite']"
Lynyx,440,['Team Fortress 2']
LypheLife,440,['Team Fortress 2']
M0les,"261570, 214770, 319630","['Ori and the Blind Forest', 'Life is Strange - Episode 1']"
M1LkyW4y,"570, 312990","[nan, ""Garry's Mod"", 'The Expendabros']"
M4rty_C,"286100, 12100","['AdVenture Capitalist', 'Grand Theft Auto III', 'You Have to Win the Game', 'Portal 2']"
MAC_CAB,"498240, 273350, 377160, 242700, 730","['Counter-Strike: Global Offensive', 'Fallout 4', 'Evolve Stage 2', 'Fallout 3: Game of the Year Edition']"
MADxMADxMARIO,232430,['Gone Home']
MAKLO_GEMING_xDDDD,"24240, 339610, 55230, 271590","['Grand Theft Auto V', 'PAYDAY™ The Heist', 'Saints Row: The Third']"
MARVOA,"400, 40100, 402180","['Portal', nan]"
MATTBOT12,"345650, 296910",['Without Within']
MAXFAX28,"200510, 50300, 383870","['Firewatch', 'XCOM: Enemy Unknown', 'Spec Ops: The Line']"
MAXconviction,48700,['Mount & Blade: Warband']
MAZZA768,337320,"[""Five Nights at Freddy's 2"", 'Paint the Town Red', nan]"
MCportal1YT,550,['Left 4 Dead 2']
MEOWYMEOOWWEWEW,312530,"['Duck Game', ""Oddworld: Abe's Oddysee®"", 'Terraria', 'Block N Load', 'Trine 2: Complete Story']"
MERQZ,"730, 252490, 295110","['Rust', 'Counter-Strike: Global Offensive', nan]"
MEXIGAM3R,"104900, 10180, 209160, 370100, 730, 208090","['Loadout', 'Call of Duty®: Ghosts', 'Call of Duty®: Modern Warfare® 2', 'Counter-Strike: Global Offensive', 'Bloons TD 5']"
MG5105,"4000, 17410, 400, 630, 17080","[""Garry's Mod"", ""Mirror's Edge™"", 'Batman - The Telltale Series', 'APB Reloaded']"
MG_Fuzion,570,[nan]
MGrillz,250900,['The Binding of Isaac: Rebirth']
MICASASUKASA,4000,"[""Garry's Mod""]"
MIN31496,"209650, 218620, 1250, 206420","[nan, 'Saints Row IV', 'Call of Duty: World at War', 'Killing Floor', 'Call of Duty®: Advanced Warfare - Gold Edition']"
MLGDominatorGaming,304930,['Unturned']
MLP_22,"440, 236390","[nan, 'Team Fortress 2', 'Realm of the Mad God']"
MMR_Assasin,"222880, 252490, 500","['Insurgency', 'Rust']"
MOHAM15,35450,['Red Orchestra 2: Heroes of Stalingrad with Rising Storm']
MOOONSHINEBANDIT,221100,['DayZ']
MOV_NICHOLAS,244850,[nan]
MOnkeyASS12,220,['Half-Life 2']
MOwneZ,"105600, 4000","['Cargo! The Quest for Gravity', 'Terraria', ""Garry's Mod"", 'Source Filmmaker']"
MR-mine-addiction,230410,['Warframe']
MRKCAT,221100,['DayZ']
MRenderman5,"4000, 253710","[""Garry's Mod""]"
MRmeohme,"333930, 57300, 437220","['Dirty Bomb®', nan]"
MS005,"620, 206420",['Portal 2']
MUSTANGBOI,265930,['Goat Simulator']
MXKiN,"410320, 313740, 331470","['EARTH DEFENSE FORCE 4.1 The Shadow of New Despair', nan, 'Everlasting Summer']"
M_D_,"393010, 234140",['Mad Max']
Ma5terEthan,570,[nan]
MaKaRoVTH,730,['Counter-Strike: Global Offensive']
MaarTinxu,"242760, 49520","['Borderlands 2', 'The Forest']"
MacGregorr,236870,"['HITMAN™', 'Squad', ""Garry's Mod"", 'HITMAN™: Episode 3 - Marrakesh', 'METAL GEAR SOLID V: THE PHANTOM PAIN']"
MacMan2710,"17080, 241640, 218230","['PlanetSide 2', 'Tribes: Ascend']"
MacRaelyn,404480,"['SC2VN - The eSports Visual Novel', 'Unturned', 'Just Cause 2', 'Counter-Strike: Global Offensive', 'Terraria']"
Mackus1011,"380600, 211820, 22380","['Fallout: New Vegas', 'Starbound', nan]"
MadTheck,105600,['Terraria']
Madabu09,92100,"['Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', nan, 'Team Fortress 2']"
MadamUSB,440,['Team Fortress 2']
MadameMcThunder,"105600, 227300","['Terraria', 'Euro Truck Simulator 2']"
MaddyS99,"105600, 224540","['Terraria', 'Ace of Spades: Battle Builder']"
Madkeen,"444560, 107410",['Arma 3']
Madrake,313730,"[nan, 'RC Cars', 'Insurgency', 'Mount & Blade: With Fire & Sword']"
Madschnapps,248820,['Risk of Rain']
Magic_Carp,322170,['Geometry Dash']
Magjiikal,"370480, 313740","['Crimzon Clover WORLD IGNITION', nan, 'The Expendabros']"
MagmaCIaw,"220780, 211440, 216150, 440, 570, 113020","[nan, 'Team Fortress 2']"
MainScout,550,['Left 4 Dead 2']
Majatek,33440,"[nan, 'Farming Simulator 15', 'Watch_Dogs™']"
Makenziethecat,22370,['Fallout 3: Game of the Year Edition']
Makurii,"102500, 438490, 248820, 730, 218620","['Counter-Strike: Global Offensive', nan, 'Risk of Rain']"
Malaysia3420,200260,['Batman: Arkham City - Game of the Year Edition']
Malediction,"240, 440","['Counter-Strike: Source', 'Team Fortress 2', nan, 'Unturned']"
Malleeable,221640,['Super Hexagon']
Mamski,"730, 252490","['Counter-Strike: Global Offensive', 'Rust']"
ManFallout,17410,"[""Mirror's Edge™""]"
Man_Bear_Shark,218620,[nan]
ManaGenji,"285920, 253250","['TerraTech', 'Warface', ""Mirror's Edge™"", 'Stonehearth', 'Rust']"
Mandrewz,440,['Team Fortress 2']
Mangeria,730,['Counter-Strike: Global Offensive']
ManiFoldKinesis,"319630, 391540, 391220","[nan, 'Life is Strange - Episode 1', 'Undertale']"
ManlyDongg,252490,['Rust']
MantisTobogganThe2nd,"440, 4000","['Team Fortress 2', ""Garry's Mod""]"
Mantrouminati,570,[nan]
MapleB0y,271590,['Grand Theft Auto V']
MarbleShrine,220200,['Kerbal Space Program']
Mario596327,730,['Counter-Strike: Global Offensive']
MarkiPoli,"317400, 224060, 274900, 319630",['Life is Strange - Episode 1']
MarkoUbi,417860,['Emily is Away']
Markodevil,250900,['The Binding of Isaac: Rebirth']
Marksinator,"333600, 550, 345610, 316720, 72850","[nan, 'Left 4 Dead 2', 'God Mode', 'AdVenture Capitalist']"
MarsOz,448370,"['Counter-Strike: Global Offensive', 'Mount & Blade: Warband', 'IS Defense', 'ARK: Survival Evolved', 'Ricochet']"
MarshallFist,"1840, 304930",['Unturned']
Marshall_Br,"388090, 57300, 204100","['Max Payne 3', 'Amnesia: The Dark Descent', ""Five Nights at Freddy's 4""]"
MarsupialesLocos,70,['Half-Life']
MartinMayonnaise,70,['Half-Life']
MartiniPie,303390,"['Thief: Deadly Shadows', 'Dead Bits', 'How to Survive', 'Castle Story', 'Unturned']"
Mastaslim,"301520, 252490, 230410, 255710","['Rust', 'Warface', 'Warframe', 'Counter-Strike: Source', 'Robocraft']"
MasterGible,730,['Counter-Strike: Global Offensive']
MasterMindz,440,['Team Fortress 2']
Masterhour,252950,['Rocket League®']
Mastermind1998,550,['Left 4 Dead 2']
Mastic,"297130, 206420, 550","['Left 4 Dead 2', 'BattleBlock Theater®', 'Saints Row IV', 'Heroes & Generals']"
MateoPhoenix,570,[nan]
Matt4Prez2K16,"4000, 252490","['Rust', ""Garry's Mod"", 'RUNNING WITH RIFLES', 'planetarian ~the reverie of a little planet~', 'Borderlands 2']"
MattBowles,"401920, 200396, 271590",['Grand Theft Auto V']
MattMan1275,107410,['Arma 3']
MattaPuttasPT,"65800, 207140, 359550","[""Tom Clancy's Rainbow Six® Siege"", 'SpeedRunners']"
MatthewTsirides,440,['Team Fortress 2']
MatthewW7,4000,"[""Garry's Mod""]"
Mattosization,329860,"['Galactic Civilizations III', 'Life is Strange - Episode 1', nan, 'Counter-Strike: Global Offensive', 'Terraria']"
MattrAus,221260,"['Little Inferno', 'Among the Sleep - Enhanced Edition']"
Mattrix4078,55230,['Saints Row: The Third']
Mattthacool,264710,[nan]
Matttopia,"242880, 4000, 295110, 263760, 319510","['Turbo Dismount™', ""Garry's Mod"", 'Left 4 Dead 2', ""Five Nights at Freddy's"", nan]"
MatusPocus,"4000, 206500, 22380, 206420, 238460","['SUPERHOT', ""Garry's Mod"", 'BattleBlock Theater®', 'Left 4 Dead 2', 'Saints Row IV']"
MaxEpicness,440,['Team Fortress 2']
MazzCro,440,['Team Fortress 2']
McBumbersnazzle,332800,"[""Five Nights at Freddy's 2""]"
McCatson,400240,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
McDergan,"50300, 206420","['Spec Ops: The Line', 'Saints Row IV']"
McGanja69,"333930, 63380","['Dirty Bomb®', 'Sniper Elite V2']"
McMonocle,440,['Team Fortress 2']
McSloppy,236390,[nan]
McWelshmen,304930,['Unturned']
Mcboyo,"4000, 346010, 248570, 264710","[""Garry's Mod"", 'Toribash', 'Boring Man - Online Tactical Stickman Combat', nan]"
MeGoring,730,['Counter-Strike: Global Offensive']
MeaTCompany,730,['Counter-Strike: Global Offensive']
Meatman1151,"221100, 252950","['Rocket League®', 'DayZ', 'Counter-Strike: Global Offensive']"
MebzAdventures,550,['Left 4 Dead 2']
MeckieLAD,"730, 363970, 225540","['Counter-Strike: Global Offensive', 'Just Cause™ 3', 'Clicker Heroes', 'Starbound', 'Awesomenauts - the 2D moba']"
MeechIsDead,304930,['Unturned']
MeepTMW,440,['Team Fortress 2']
Meepperoni,"49520, 730, 207140","['Counter-Strike: Global Offensive', 'Borderlands 2', 'SpeedRunners']"
Meeshall,"304930, 271590","['Unturned', 'Grand Theft Auto V', 'Team Fortress 2']"
MegaTeamAJ,440,['Team Fortress 2']
Mega_guycraft,"218620, 550, 204360, 238460, 323470, 251570, 220","[nan, ""Garry's Mod"", 'Half-Life 2', 'Left 4 Dead 2', 'Castle Crashers®']"
MegazeroBlaze,"730, 250900, 273350","['The Binding of Isaac: Rebirth', 'Counter-Strike: Global Offensive', 'Evolve Stage 2', 'Grand Theft Auto: Vice City']"
MeguminUce,"16720, 313740, 440",['Team Fortress 2']
MehPonys,"4000, 226700","[""Garry's Mod""]"
MeisaKuroki,246420,"['Prime World: Defenders', 'Kingdom Rush', 'E.Y.E: Divine Cybermancy', 'Bastion', 'Card Hunter']"
MellowBiscuits,333600,[nan]
MeloncraftLP,"262850, 220090","[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
Melonman231,"211720, 72850, 226880",[nan]
MemeMeisterMatt,224760,['FEZ']
Memes2k16,730,['Counter-Strike: Global Offensive']
Memescometrue,440,['Team Fortress 2']
MemoryRem,"468410, 458730","['The Walking Dead', 'The Walking Dead: Season 2', ""Uriel's Chasm"", 'PAYDAY 2: Sydney Character Pack', 'Half-Life']"
MentalGentlemen56,"440, 10090, 221260",['Team Fortress 2']
MeowSmurf,440,['Team Fortress 2']
Meph--,244870,"['Electronic Super Joy', 'Cradle', nan]"
Mercury12,40700,"['Max Payne 3', 'Machinarium', 'FTL: Faster Than Light', 'Tropico 4', 'Alien: Isolation']"
MessWithNoOne,730,['Counter-Strike: Global Offensive']
Meticrift,322170,['Geometry Dash']
Mett6,241720,"['Galactic Civilizations III', 'MapleStory', 'Portal 2', 'Batman: Arkham Asylum Game of the Year Edition', 'Guncraft']"
Mexican-Putin,"304930, 48700","['Unturned', 'Mount & Blade: Warband', 'DayZ']"
MexyMax,"343360, 319630, 301750, 496920, 385370","[nan, 'Life is Strange - Episode 1', 'A Story About My Uncle', 'RADical ROACH Remastered']"
Meyjax,"332800, 232090","['Killing Floor 2', ""Five Nights at Freddy's 2""]"
MezKip,291550,['Brawlhalla']
Mezlinthedrezzin,"242760, 72850, 221100","['The Forest', nan, 'SPINTIRES™', 'DayZ', 'Arma 3']"
MiAkArKe,"113400, 449800, 315396, 243470","['APB Reloaded', 'Watch_Dogs™']"
Miami_Max,"209160, 51100, 218620, 274940","[nan, 'Tactical Intervention']"
MicchellliiNguyii,209870,['Blacklight: Retribution']
MichaelE,220200,['Kerbal Space Program']
Michael__James,427190,"['Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Axiom Verge', 'DEAD RISING®']"
Michaelele,"730, 6060, 304930, 107410","['Counter-Strike: Global Offensive', 'Unturned']"
MicrowavedTurtle,550,['Left 4 Dead 2']
MidNightBrony,2700,"['Cities: Skylines', 'Kerbal Space Program', 'Team Fortress 2', 'RollerCoaster Tycoon® 3: Platinum', 'Automation - The Car Company Tycoon Game']"
MidnightEmperor,4000,"[""Garry's Mod""]"
MidorimaShiniarou,252950,['Rocket League®']
Mig-21pls,221640,['Super Hexagon']
MiguelZ1K4,210770,['Sanctum 2']
Mikaris,"351290, 223750","[nan, 'Fallout 4', 'Just Cause™ 3', 'The Forest', 'Survival: Postapocalypse Now']"
MikeeTheOG,304030,"['Sherlock Holmes: Crimes and Punishments', 'ArcheAge', 'Angels Fall First', 'Guns of Icarus Online']"
Mikinmash,33930,['Arma 2: Operation Arrowhead']
Mikkyb,49520,['Borderlands 2']
MiklePikle,440,['Team Fortress 2']
Milkshakes-,"496920, 333930, 365660, 7670","['Dirty Bomb®', 'BioShock™']"
Milo5698,304930,['Unturned']
Milzbrandthrox,202970,['Call of Duty®: Black Ops II']
Minburra,49520,['Borderlands 2']
MineRender000,"105600, 218620","[nan, 'Terraria', 'Rust', 'Starbound', 'Year Walk']"
Minecraftonwow,304930,['Unturned']
MinerKnight,"4000, 244770, 324810, 306130, 247000","[""Garry's Mod""]"
MiniCritZ,"570, 223710","[nan, 'Cry of Fear']"
MiniMidge47,"65800, 24740","['Burnout Paradise: The Ultimate Box', 'Dungeon Defenders']"
Minigamin,"240, 250420, 263740, 252950","['Rocket League®', 'Counter-Strike: Source', '8BitMMO']"
Minority01,322330,"[""Don't Starve Together""]"
Mintez,"243800, 363970",['Clicker Heroes']
Mintlessgaming,332800,"[""Five Nights at Freddy's 2""]"
MisTletain,"212680, 730, 12210, 105600","['Counter-Strike: Global Offensive', 'Terraria', 'FTL: Faster Than Light']"
Mishman44,550,['Left 4 Dead 2']
MissBender,380600,"['Starbound', 'Fishing Planet', 'Fallout: New Vegas', 'Evochron Mercenary', 'VoidExpanse']"
MissVioletVi,"227860, 303390","['Dead Bits', 'Castle Story']"
MistaDak,"339800, 730, 291550","['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Brawlhalla', 'HuniePop', nan]"
MisterSkellington,"105600, 72850, 219990","[nan, 'Terraria']"
MistorClinky,440,['Team Fortress 2']
Mitch1307,20920,['The Witcher 2: Assassins of Kings Enhanced Edition']
Mitch8910,250900,['The Binding of Isaac: Rebirth']
MitchThePenguin,252490,['Rust']
Mitch_brawdogger,252950,['Rocket League®']
MixedMag,730,['Counter-Strike: Global Offensive']
Mizuotoshi,"240, 221380","['Counter-Strike: Source', 'Age of Empires II HD']"
MladshiyLlama,"8930, 236390, 550, 105450, 253650, 354290, 63380, 35450","['Red Orchestra 2: Heroes of Stalingrad with Rising Storm', nan, 'Left 4 Dead 2', 'Arma 3', 'Counter-Strike: Global Offensive']"
MlgMacka,104900,['ORION: Prelude']
Mlg_Rekt_M9,4000,"[""Garry's Mod""]"
MobbaHobba,"304930, 253030",['Unturned']
